고유번호,성분명(국문),영문명,CAS번호,배합용도,EWG등급,천식/호흡,피부자극,발달/생식,발암,천식/호흡,피부자극,발달/생식,발암,국내유해,D S L,EPA,SLS/SLES,4급암모늄,향료,색소/형광,가습기,비고,S or R,천식/호흡,피부자극,발달/생식,발암,눈자극,
705,소듐라우릴글루코사이드하이드록시프로필설포네이트,Sodium Laurylglucosides Hydroxypropylsulfonate,742087-49-6,계면활성제,B,X,S,L,X,,,,,,,G,,,,,,,,,,,,,
706,소듐메틸2-설포라우레이트,Sodium Methyl 2-Sulfolaurate,4016-21-1,계면활성제(세정제),C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
707,다이소듐2-설포라우레이트,Disodium 2-Sulfolaurate,38841-48-4,계면활성제(세정제),C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
708,미네랄성분,알 수 없는 성분명,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,에스디알코올40-B,SD Alcohol 40-B,,"수렴제, 용제, 점도감소제",A,X,X,X,L,,,,,,,,,,,,,,,,,,,,
710,코카미도프로필하이드록시설테인,Cocamidopropyl Hydroxysultaine,68139-30-0,"정전기방지제, 모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 점증제-수용성",C,X,X,X,X,,,,,,,G,,,,,,,,,,,,H318,
711,미리스타민옥사이드,Myristamine Oxide,3332-27-2,"모발컨디셔닝제, 계면활성제-세정제, 거품형성제, 계면활성제-친수제",B,X,S,L,L,,,,,,,G,,,,,,,,,H314,,,H318,
712,"메틸글리신다이아세틱애씨드, 트리소듐염","Methylglycinediacetic Acid, Trisodium salt",164462-16-2,,B,X,X,X,X,,,,,,,G,,,,,,,,,,,,,
713,말릭애씨드,Malic Acid,6915-15-7,"향료, pH 조절제",B,X,X,X,X,,,,,,,G,,,,,,,,,H317,,,H318,
714,데세스-8,Deceth-8,26183-52-8,계면활성제(유화제),C,S,S,S,S,,,,,,,G,,,,,,,,,,,,H318,
715,글리세레스-17 코코에이트,Glycereth-17 Cocoate,68201-46-7,계면활성제,C,S,S,S,S,,,,,,,H,,,,,,,,,,,,,
716,소듐디실리케이트,Sodium Disilicate,13870-28-5,,C,X,X,X,X,,,,,,,G,,,,,,,,,,,,H318,
717,세테아레스-25,Ceteareth-25,68439-49-6,"계면활성제-세정제, 계면활성제-용해보조제",C,S,S,S,S,,,,,,,G,,,,,,,,,H317,,,H318,
718,우레아,Urea,57-13-6,"pH 완충제, 보습제, 피부보습제",B,X,X,X,X,,,,,,,G,,,,,,,,H334,H317,,H351,,
719,진달래꽃추출물,Rhododendron Mucronulatum Flower Extract,,"산화방지제, 수렴제, 피부보호제, 피부컨디셔닝제(유연제)",,,,,,,,,,,,,,,,,,,,,,,,,
720,스타아니스추출물,Illicium Verum (Anise) Fruit Extract,84650-59-9,피부컨디셔닝제(기타),C,X,X,X,X,,,,,,,,,,,,,,S,,H317,,H351,,
721,다이소듐라우레스설포석시네이트,Disodium Laureth Sulfosuccinate,39354-45-5,"계면활성제(세정제), 계면활성제(거품촉진제), 계면활성제(친수제)",C,S,S,S,S,,,,,,,G,,,,,,,,,,,,H318,
722,시트러스오일,알 수 없는 성분명,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,발효주정,식물성에탄올,64-17-5,"기포방지제, 수렴제, 향료, 용제, 점도감소제",B,X,X,X,L,S,S,S,S,,1,G,,,,,,사용량/사용방법에 따라 A~B등급,,H335,H314,H360,H350,H318,
724,소듐라우릴글루코사이드하이드록시프로필설포네이트,Sodium Laurylglucosides Hydroxypropylsulfonate,,계면활성제,B,X,S,L,X,,,,,,,G,,,,,,,,,,,,,
725,수크로오스라우레이트,Sucrose Laurate,"25339-99-5, 37266-93-6","피부컨디셔닝제(유연제), 계면활성제(유화제)",,,,,,,,,,,,,,,,,,,,,,,,H318,
726,티트리잎추출물,Melaleuca Alternifolia (Tea Tree) Leaf Extract,85085-48-9,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
727,동인도레몬그라스오일,Cymbopogon Flexuosus Oil,91844-92-7,착향제,C,X,X,X,S,,,,,,,,,,,,,,,,,,,H318,
728,글루타랄,Glutaral,111-30-8,"살균제, 착향제, 살균보존제",F,M,H,X,X,S,S,S,,1,,,,,,,,,,H334,H317,,,,
729,포타슘클로라이드,Potassium Chloride,7447-40-7,,A,N,N,N,N,S,,,,,,G,,,,,,,,H335,H314,,,,
730,스트론튬클로라이드,Strontium Chloride,10476-85-4,피부컨디셔닝제(기타),,,,,,,,,,,,,,,,,,,,,,,,H318,
731,벤질-C8-18-알킬다이메틸암모늄 클로라이드,"Quaternary ammonium compounds, benzyl-(C=8-18)-alkyldimethyl, chlorides",63449-41-2,,F,M,H,X,X,,,,,1,,,,1,,,,사용량/사용방법에 따라 C~F등급,,,,,,,
732,폴리에틸렌글리콜(피이지) 화합물,Polyethyleneglycol(PEG) Mixture,25322-68-3,,C,S,S,S,S,,S,,,,1,G,,,,,,,,H335,H314,,H351,,
733,만다린잎오일,Citrus Reticulata (Tangerine) Leaf Oil ,8014-17-3,"착향제, 피부컨디셔닝제",C,S,S,X,S,,,,,,,,,,,,,,,,,,,,
734,페티그레인잎오일,Citrus Aurantium Amara (Petitgrain) Leaf Oil,,,C,X,X,X,S,,,,,,,,,,,,,,,,,,,,
735,다바나꽃오일,Artemisia Pallens Flower Oil,8016-03-03,착향제,,,,,,,,,,,,,,,,,,,,,H317,,,,
736,발삼페루오일,Myroxylon Pereirae (Balsam Peru) Oil,8007-00-9,착향제,C,X,X,X,S,,,,,,,,,,,,,,R,,H317,,,H318,
737,다이소듐코코일글루타메이트,Disodium Cocoyl Glutamate,68187-30-4,계면활성제,C,X,S,X,X,,,,,,,G,,,,,,,,,,,,,
738,퀼라자껍질추출물,Quillaja Saponaria Bark Extract,68990-67-0,"착향제, 피부컨디셔닝제",A,X,L,X,L,,,,,,,,,,,,,,,H335,H317,,,,
739,클레리추출물,Salvia Sclarea (Clary) Extract,84775-83-7,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
740,레몬껍질추출물,Citrus Limon (Lemon) Peel Extract,84929-31-7,"피부보호제, 피부컨디셔닝제",C,S,S,S,S,,,,,,,,,,,,,,R,,H317,,,,
741,오렌지껍질추출물,Citrus Aurantium Dulcis (Orange) Peel Extract,8008-57-9,"결합제, 유화안정제, 피부컨디셔닝제, 점도조절제, 점증제-수용성",C,S,S,S,S,,,,,,1,Y,,,,,,,,,H317,,,,
742,글리세릴팔미테이트/스테아레이트,Glyceryl Palmitate/Stearate,68002-71-1,"피부컨디셔닝제(유연제), 계면활성제(유화제)",,,,,,,,,,,,,,,,,,,,,,,,,
743,소두구씨추출물,Elettaria Cardamomum Seed Extract,96507-91-4,"향료, 피부컨디셔닝제",C,X,X,X,X,,,,,,,,,,,,,,,,H317,,,,
744,라임껍질추출물,Citrus Aurantifolia (Lime) Peel Extract,90063-52-8,피부컨디셔닝제(기타),C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
745,만다린추출물,Citrus Reticulata (Tangerine) Fruit Extract,,,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
746,필리핀오렌지껍질추출물,Citrus Nobilis (Mandarin Orange) Peel Extract,90063-83-5,,C,S,S,X,S,,,,,,,,,,,,,,,,,,,,
747,레시틴,Lecithin,8030-76-0,"피부컨디셔닝제, 계면활성제-유화제",D,S,X,X,X,,,,,,,G,,,,,,사용량/사용방법에 따라 C~D등급,,,,,,,
748,왕귤껍질추출물,Citrus Grandis (Grapefruit) Peel Extract,90045-43-5,피부컨디셔닝제(기타),C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
749,사과추출물,Pyrus Malus (Apple) Fruit Extract,89957-48-2,산화방지제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
750,서양배추출물,Pyrus Communis (Pear) Fruit Extract,90082-43-2,피부컨디셔닝제(기타),C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
751,세테아릴알코올,Cetearyl Alcohol,8005-44-5,"유화안정제, 불투명화제, 계면활성제-거품형성제, 점증제-수용성, 점증제-비수용성",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
752,효모추출물,Yeast Extract,8013-01-02,"피부보호제, 피부컨디셔닝제(기타)",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
753,캐모마일꽃오일,Anthemis Nobilis Flower Oil,8015-92-7,"착향제, 피부컨디셔닝제",C,X,X,X,X,,,,,,,,,,,,,,,,H317,,,,
754,다이소듐코코-글루코사이드시트레이트,Disodium Coco-Glucoside Citrate,,계면활성제(유화제),C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
755,솔비탄라우레이트,Sorbitan Laurate,1337-30-0,계면활성제(유화제),B,X,X,L,X,,,,,,,,,,,,,,,,,,,,
756,카놀라오일,Canola Oil,8002-13-9,피부컨디셔닝제(수분차단제),A,X,L,L,S,,,,,,,,,,,,,,,,,,,,
757,실론시나몬잎오일,Cinnamomum Zeylanicum Leaf Oil,,착향제,C,X,X,X,S,,,,,,,,,,,,,,,,,,,,
758,왕귤씨추출물,Citrus Grandis (Grapefruit) Seed Extract ,90045-43-5,,C,S,S,X,S,,,,,,,,,,,,,,,,,,,,
759,포타슘실리케이트,Potassium Silicate ,1312-76-1,부식방지제,C,X,X,X,X,,,,,,1,G,,,,,,,,,H314,,,H318,
760,폴리스타이렌,Polystyrene,9003-53-6,"피막형성제, 점증제-비수용성",C,X,X,X,X,S,S,,,,1,,,,,,,,,,,H360,H350,H318,
761,테트라포타슘파이로포스페이트,Tetrapotassium Pyrophosphate,7320-34-5,"pH 완충제, 금속이온봉쇄제, 부식방지제, pH 조절제",D,X,X,X,X,,,,,,,Y,,,,,,사용량/사용방법에 따라 C~D등급,,,,,,H318,
762,"Oxirane, methyl-, polymer with oxirane, mono(2-propylheptyl) ether","Oxirane, methyl-, polymer with oxirane, mono(2-propylheptyl) ether",166736-08-9,계면활성제,C,S,S,S,S,,,,,,,H,,,,,,,,,,,,H318,
763,Quaternary C12-14 alkyl methyl amine ethoxylate methyl chloride,Quaternary C12-14 alkyl methyl amine ethoxylate methyl chloride,"863679-20-3, 1554325-20-0",,,,,,,,,,,,,,,1,,,,,,,,,,H318,
764,"2-브로모-2-나이트로프로판-1,3-디올","2-Bromo-2-Nitropropane-1,3-Diol",52-51-7,살균보존제,F,M,H,X,H,,S,,,1,,,,,,,,사용량/사용방법에 따라 D~F등급,,,,,,H318,
765,CI 51319,Pigment Violet 23,6358-30-1,착색제,C,X,X,X,X,,,,,,,,,,,1,,,,,,,,,
766,크산텐 색소,Xanthene dyes,,,,,,,,,,,,,,,,,,1,,,,,,,,,
767,안트라퀴논 색소,Anthraquinone dyes,,,,,,,,,,,,,,,,,,1,,,,,,,,,
768,벤잘코늄클로라이드,Benzalkonium Chloride,"8001-54-5, 61789-71-7","정전기방지제, 살균보존제, 탈취제, 계면활성제-현탁화제",D,M,X,X,X,S,S,,,1,,,,1,,,,,,,H314,,,H318,
769,디쿼터너리폴리다이메틸실록세인,Diquaternary Polydimethylsiloxane,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,소듐이디티엠피,Sodium EDTMP,22036-77-7,금속이온봉쇄제,,,,,,,,,,,,,,,,,,,,,,,,,
771,알킬폴리글루코사이드(C10-16),Alkyl polyglucoside (C10-16),110615-47-9,계면활성제-세정제,B,X,S,L,X,,,,,,,G,,,,,,,,,H317,,,H318,
772,C12-13알킬락테이트,C12-13 Alkyl Lactate,93925-36-1,피부유연화제,,,,,,,,,,,,,,,,,,,,,,,,,
773,황색5호(CI 15985),FD&C Yellow 6,2783-94-0,착색제,D,X,X,S,S,,,,,,,Y,,,,1,,사용량/사용방법에 따라 C~D등급,,H335,,,,,
774,적색102호(CI 16255),Acid Red 18,2611-82-7,착색제,C,X,X,X,X,,,,,,,,,,,1,,,,,,,,,
775,소듐피리치온,Sodium Pyrithione,3811-73-2,,,,,,,,,,,,,,,,,,,,,,H317,,,H318,
776,아르간커넬오일,Argania Spinosa Kernel Oil,,"피부컨디셔닝제(유연제), 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",C,X,X,X,S,,,,,,,,,,,,,,,,,,,,
777,비닐피롤리돈/비닐이미다졸 코폴리머,vinylpyrrolidone/vinylimidazole copolymer,29297-55-0,,,,,,,,,,,,,,,,,,,,,,,,,,
778,엠이에이-보레이트,MEA-Borate,10377-81-8,pH 완충제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
779,펜타소듐에틸렌다이아민테트라메틸렌포스포네이트,Pentasodium Ethylenediamine Tetramethylene Phosphonate,7651-99-2,금속이온봉쇄제,,,,,,,,,,,,,,,,,,,,,,,,,
780,다이소듐다이스티릴바이페닐다이설포네이트,Disodium Distyrylbiphenyl Disulfonate,27344-41-8,"헤어컨디셔닝제, 표면조정제",D,X,X,X,X,,,,,,,,,,,,,,,,,,,H318,
781,마트리카리아추출물,Chamomilla Recutita (Matricaria) Extract,,피부컨디셔닝제(기타),C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
782,오레가노오일,Origanum Vulgare Oil,84012-24-8,착향제,C,S,S,X,S,,,,,,,,,,,,,,,,,,,,
783,라우릴/미리스틸글루코사이드,Lauryl/Myristyl Glucoside,,계면활성제-세정제,B,X,S,L,X,,,,,,,G,,,,,,,,,,,,,
784,트라이소듐에틸렌다이아민다이석시네이트,Trisodium Ethylenediamine Disuccinate,178949-82-1,금속이온봉쇄제,C,X,X,X,X,,,,,,,H,,,,,,,,,,,,,
785,메틸소이에이트,Methyl Soyate,67784-80-9,피부컨디셔닝제(유연제),C,X,X,X,X,,,,,,,Y,,,,,,,,,H317,,,,
786,만다린껍질오일,Citrus Reticulata (Tangerine) Peel Oil,8008-31-9,"체취방지제, 감미제, 착향제, 피부컨디셔닝제(유연제) ",,,,,,,,,,,1,,,,,,,,,,H317,,,,
787,카프릴릭/카프릭트라이글리세라이드,Caprylic/Capric Triglyceride,"65381-09-1, 73398-61-5","착향제, 피부컨디셔닝제(수분차단제)",C,X,X,X,X,,,,,,,G,,,,,,,,,,,,,
788,메틸글라이신다이아세틱애씨드,Methylglycine diacetic acid,29578-05-0,,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
789,소듐라우로일사코시네이트,Sodium Lauroyl Sarcosinate,137-16-6,"모발컨디셔닝제, 계면활성제-세정제",B,X,S,S,X,,,,,,,G,,,,,,,,,,,,H318,
790,EM(이엠),Effective Microorganisms,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,콩추출물,Glycine Max (Soybean) Seed Extract,,"스크럽제, 벌킹제, 점증제-수용성",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
792,글리세레스-26,Glycereth-26,31694-55-0,"피부컨디셔닝제(보습제), 점도감소제",C,S,S,S,S,,,,,,,G,,,,,,,,,H317,,,,
793,벤질글라이콜,Benzyl Glycol,622-08-2,용제,,,,,,,,,,,,,,,,,,,,H335,,,,H318,
794,폴리쿼터늄-10,Polyquaternium-10,81859-24-7,"정전기방지제, 피막형성제, 모발고정제",C,X,X,X,X,,,,,,,,,1,,,,,,,,,,,
795,펜타소듐트라이포스페이트,Pentasodium Triphosphate ,7758-29-4,,D,X,X,X,X,,,,,,,Y,,,,,,사용량/사용방법에 따라 C~D등급,,,,,,H318,
796,보릭애씨드,Boric acid,10043-35-3,"완충화제, 살균제, 변성제",F,X,X,M,X,S,S,S,,,1,Y,,,,,,,,,,H360,,,
797,폴리프로필렌글라이콜,Polypropylene glycol,25322-69-4,,C,X,X,X,X,,,,,,1,Y,,,,,,,,,H317,,,H318,
798,징크설페이트,Zinc Sulfate,7733-02-0,수렴제,F,X,H,X,X,S,,S,,1,,,,,,,,사용량/사용방법에 따라 C~F등급,,,H317,,H350,H318,
799,옥살릭애씨드,Oxalic Acid,144-62-7,pH 조절제,D,X,S,X,X,,S,S,,,1,,,,,,,,,,,,,,
800,도데실벤젠설포닉애씨드,Dodecylbenzene Sulfonic Acid,27176-87-0,계면활성제,C,X,X,X,X,,,,,,,G,,,,,,,,,H317,,,H318,
801,하이드로클로릭애씨드,Hydrochloric Acid,7647-01-0,PH조절제,F,N,N,N,N,S,S,,,1,1,Y,,,,,,사용량/사용방법에 따라 C~F등급,,,,,,,
802,소듐클로라이트,Sodium Chlorite,7758-19-2,산화제,,,,,,,,S,,1,,,,,,,,,,,H314,,H350,H318,
803,하이드로제네이티드팜글리세라이즈시트레이트,Hydrogenated Palm Glycerides Citrate,91744-68-2,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
804,쑥추출물,Artemisia Princeps Extract,223747-95-3,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
805,둥굴레추출물,Polygonatum Odoratum Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
806,천궁추출물,Cnidium Officinale Rhizome Extract,168456-52-8,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
807,사탕수수추출물,Saccharum Officinarum (Sugarcane) Extract,,"각질제거제, 피부컨디셔닝제",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
808,소듐아세테이트,Sodium Acetate,127-09-3,"pH 완충제, 향료",B,X,X,X,X,,,,,,,G,,,,,,,,,,,,,
809,소나무잎오일,Pinus Densiflora Leaf Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,일라이트추출물,Illite Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
811,트라이소듐포스페이트,Trisodium Phosphate,7601-54-9,pH 조절제,F,X,X,X,X,,,,,,,,,,,,,사용량/사용방법에 따라 C~F등급,,,H314,,,H318,
812,폴리엡실론-라이신,Polyepsilon-Lysine,28211-04-3,"헤어컨디셔닝제, 피부컨디셔닝제, 계면활성제",,,,,,,,,,,,,,,,,,,,,,,,,
813,폴리글리세릴-10라우레이트,Polyglyceryl-10 Laurate,34406-66-1,"피부컨디셔닝제, 계면활성제",,,,,,,,,,,,,,,,,,,,,,,,,
814,폴리글리세릴-10미리스테이트,Polyglyceryl-10 Myristate,87390-32-7,"피부컨디셔닝제, 계면활성제",,,,,,,,,,,,,,,,,,,,,,,,,
815,알로에 마쿨라타잎추출물,Aloe Maculata Leaf Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
816,효모발효여과물,Saccharomyces Ferment Filtrate,,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
817,락토바실러스/레몬껍질발효추출물,Lactobacillus/Lemon Peel Ferment Extract,,"헤어컨디셔닝제, 피부컨디셔닝제",,,,,,,,,,,,,,,,,,,,,,,,,
818,소나무잎추출물,Pinus Densiflora Leaf Extract,,산화방지제,,,,,,,,,,,,,,,,,,,,,,,,,
819,락토바실러스/사과발효여과물,Lactobacillus/Apple Ferment Filtrate,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,겐티아나뿌리추출물,Gentiana Lutea Root Extract,72968-42-4,"착향제, 피부컨디셔닝제",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
821,칡뿌리추출물,Pueraria Lobata Root Extract,223748-08-1,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
822,쐐기풀추출물,Urtica Dioica (Nettle) Extract,84012-40-8,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,H317,,,,
823,파파야잎추출물,Carica Papaya (Papaya) Leaf Extract,84012-30-6,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
824,비누풀뿌리추출물,Saponaria Officinalis Root Extract,,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
825,프로방스장미꽃수,Rosa Centifolia Flower Water,84604-12-6,피부컨디셔닝제,C,X,S,X,X,,,,,,,,,,,,,,,,H317,,H351,H318,
826,옥수수전분,Zea Mays (Corn) Starch,9005-25-8,"스크럽제, 흡수제, 피부보호제, 점증제",C,X,X,X,X,,,,,,,G,,,,,,,,H335,,,,,
827,라우릭애씨드,Lauric Acid,143-07-7,"착향제, 계면활성제",A,X,L,L,X,,,,,,,G,,,,,,,,H335,H317,,,H318,
828,보리추출물,Hordeum Vulgare Extract,85251-64-5,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
829,포타슘올리베이트,Potassium Olivate,68154-77-8,계면활성제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
830,하이드롤라이즈드스타치,Hydrolyzed Starch,34612-38-9 ,"보습제, 피부보호제, 피부컨디셔닝제",,,,,,,,,,,,,,,,,,,,,,,,,
831,감나무잎수,Diospyros Kaki Leaf Water,91721-74-3,"산화방지제, 피부컨디셔닝제",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
832,측백나무잎추출물,Biota Orientalis Leaf Extract,,보습제,,,,,,,,,,,,,,,,,,,,,,,,,
833,황련추출물,Coptis Japonica Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
834,당개나리열매추출물,Forsythia Suspensa Fruit Extract,,"산화방지제, 피부컨디셔닝제, 피부보호제",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
835,약모밀추출물,Houttuynia Cordata Extract,,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
836,제충국꽃추출물,Tanacetum Cinerariifolium (Pyrethrum) Flower Extract,,착향제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
837,로진,Rosin,8050-09-07,"결합제, 피막형성제, 점도증가제",,,,,,S,S,,,,,,,,,,,,,,,,,,
838,키토산,Chitosan,9012-76-4,"피막형성제, 모발고정제",,,,,,,,,,,,,,,,,,,,H335,,,,,
839,목련나무껍질추출물,Magnolia Kobus Bark Extract,223749-80-2,피부보습제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
840,프로폴리스추출물,Propolis Extract,85665-41-4,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,H317,,,,
841,나한백가지추출물,Thujopsis Dolabrata Branch Extract ,91722-39-3,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
842,층층나무추출물,Cornus Controversa Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
843,측백나무잎오일,Thuja Orientalis Leaf Oil,91770-83-1,,,,,,,,,,,,,,,,,,,,,,H317,,,,
844,폴리머,Polymers,,,D,X,X,X,X,,,,,,,,,,,,,,,,,,,,
845,커먼자스민오일,Jasminum Officinale (Jasmine) Oil,8022-96-6,착향제,C,S,S,X,S,,,,,,1,,,,,,,,R,,H317,,,,
846,암모늄라우릴설페이트,Ammonium Lauryl Sulfate,2235-54-3,계면활성제,C,X,S,L,L,,,,,,1,G,1,,,,,,,,,,,H318,
847,암모늄클로라이드,Ammonium Chloride,12125-02-9,"향료, 점증제",B,S,S,L,L,,,,,,,,,,,,,,,,,,,,
848,피이지-75라놀린,PEG-75 Lanolin,"61790-81-6, 8039-09-6",계면활성제,C,S,S,S,S,,,,,,,,,,,,,,,,,,,,
849,미네랄워터,Mineral Water,,,A,N,N,N,N,,,,,,,,,,,,,,,,,,,,
850,마그네슘,Magnesium,7439-95-4,환원제,A,N,N,N,N,S,,,,,,,,,,,,,,,,,,,
851,파이틱애씨드,Phytic Acid,83-86-3,금속이온봉쇄제,,,,,,,,,,,,,,,,,,,,H335,H314,,,H318,
852,귤껍질추출물,Citrus Unshiu Peel Extract ,98106-71-9,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,H317,,,,
853,유자껍질추출물,Citrus Junos Peel Extract,,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
854,하이포클로로스애씨드,Hypochlorous acid,7790-92-3,"산화방지제, 체취방지제, 산화제 ",,,,,,,,,,,,,,,,,,,,,,,,,
855,지방산유지,알 수 없는 성분명,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,대나무숯,알 수 없는 성분명,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,대나무목초액,Bamboo Vinegar ,,"보습제, 살균보존제, 피부컨디셔닝제",,,,,,,,,,,,,,,,,,,,,,,,,
858,라벤더꽃수,Lavandula Angustifolia (Lavender) Flower Water,,"착향제, 피부컨디셔닝제",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
859,다마스크장미꽃수,Rosa Damascena Flower Water,90106-38-0,"산화방지제, 수렴제",C,X,S,X,X,,,,,,,,,,,,,,,,H317,,H351,H318,
860,유칼립투스잎수,Eucalyptus Globulus Leaf Water,,착향제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
861,발린,Valine,"72-18-4, 516-06-3, 640-68-6","향료, 모발컨디셔닝제, 피부컨디셔닝제",,,,,,,,,,,,,,,,,,,,,,,,,
862,바이오사카라이드검-4,Biosaccharide Gum-4,283602-75-5,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
863,초피나무열매추출물,Zanthoxylum Piperitum Fruit Extract,97404-53-0,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
864,우스니아추출물,Usnea Barbata (Lichen) Extract,84696-53-7,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
865,감태추출물,Ecklonia Cava Extract,,"보습제, 피부컨디셔닝제",,,,,,,,,,,,,,,,,,,,,,,,,
866,호장근추출물,Polygonum Cuspidatum Extract,1010117-72-2,"수렴제, 피부컨디셔닝제",C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
867,트라이데세스-10,Trideceth-10,24938-91-8,피부컨디셔닝제,C,S,S,S,S,,,,,,1,G,,,,,,,,,H314,,,H318,
868,클로페네신,Chlorphenesin,104-29-0,살균보존제,,,,,,,,,,,,,,,,,,,,H335,,,,H318,
869,이눌린,Inulin,9005-80-5,피부보습제,,,,,,,,,,,,,,,,,,,,,,,,,
870,땅콩오일,Arachis Hypogaea (Peanut) Oil,8002-03-07,피부컨디셔닝제,C,X,X,X,L,,,,,,,G,,,,,,,,,,,,,
871,코코스야자열매추출물,Cocos Nucifera (Coconut) Fruit Extract,,피부컨디셔닝제,C,X,X,X,X,,,,,,,,,,,,,,,,,,,,
872,락토바실러스/효모/인삼뿌리발효추출물,Lactobacillus/Saccharomyces/Panax Ginseng Root Ferment Extract,,피부컨디셔닝제,,,,,,,,,,,,,,,,,,,,,,,,,
873,락토바실러스/구기자추출물발효여과물,Lactobacillus/Lycium Chinense Fruit Extract Ferment Filtrate,,"산화방지제, 피부컨디셔닝제",,,,,,,,,,,,,,,,,,,,,,,,,
874,칼슘옥사이드,Calcium Oxide,1305-78-8,pH 조절제,,,,,,,S,,,,,,,,,,,,,H335,H314,,,H318,
875,흰전나무잎오일,Abies Alba Leaf Oil ,8021-27-0,착향제 ,C,S,S,X,S,,,,,,,,,,,,,,,,H317,,,,
876,바질오일,Ocimum Basilicum (Basil) Oil,8015-73-4,"착향제, 피부컨디셔닝제",C,S,S,X,S,,,,,,,,,,,,,,,H335,H317,,H351,,
877,카룸 페트로셀리눔씨오일,Carum Petroselinum (Parsley) Seed Oil,8000-68-8,"착향제, 피부컨디셔닝제",C,X,X,X,L,,,,,,,,,,,,,사용량/사용방법에 따라 B~C등급,,,H317,,,,
878,후추씨오일,Piper Nigrum (Pepper) Seed Oil,8006-82-4,"감미제, 착향제",C,S,S,X,S,,,,,,,,,,,,,,,,H317,,,,
879,와일드제라늄오일,Geranium Maculatum Oil,,착향제,C,X,X,X,L,,,,,,,,,,,,,,,,,,,,
880,프로방스장미꽃오일,Rosa Centifolia Flower Oil,,착향제 ,C,X,S,X,L,,,,,,,,,,,,,,,,,,,,
